Title3,Following Perseus,Greek,English,Benjamin_Jowett,Schleiermacher,Rahimi,Nikpour,Shojaian,Mohammadi,Mahmoodzadeh,Asimi,1st final translation,2nd final translation,3rd final translation,Kazeminia
0059-003|224.|Cr. 52c.3.,0059-003|223.|Cr. 52c.2.,"σὺ δὲ τότε μὲν ἐκαλλωπίζου ὡς οὐκ ἀγανακτῶν εἰ δέοι τεθνάναι σε, ἀλλὰ ᾑροῦ, ὡς ἔφησθα, πρὸ τῆς φυγῆς θάνατον: ","But you then put on airs and said you were not disturbed if you must die, and you preferred, as you said, death to exile. "," But you pretended that you preferred death to exile, and that you were not grieved at death.","Du aber tatest damals zwar gar schön, als wärest du gar nicht unwillig, wenn du sterben müßtest, sondern wähltest, wie du sagtest, lieber als die Verweisung den Tod:",,,,,,,,,,
0059-003|225.|Cr. 52c.4.,0059-003|224.|Cr. 52c.3.,"νῦν δὲ οὔτ᾽ ἐκείνους τοὺς λόγους αἰσχύνῃ, οὔτε ἡμῶν τῶν νόμων ἐντρέπῃ, ἐπιχειρῶν διαφθεῖραι, πράττεις τε ἅπερ ἂν δοῦλος ὁ φαυλότατος πράξειεν, ἀποδιδράσκειν ἐπιχειρῶν παρὰ τὰς συνθήκας τε καὶ τὰς ὁμολογίας καθ᾽ ἃς ἡμῖν συνέθου πολιτεύεσθαι. ","And now you are not ashamed to think of those words and you do not respect us, the laws, since you are trying to bring us to naught; and you are doing what the meanest slave would do, since you are trying to run away contrary to the compacts and agreements you made with us that you would live in accordance with us. ","And now you have forgotten these fine sentiments, and pay no respect to us, the laws, of whom you are the destroyer; and are doing what only a miserable slave would do, running away and turning your back upon the compacts and agreements which you made as a citizen. ","nun hingegen schämst du dich weder vor jenen deinen Reden, noch scheust du uns, die Gesetze, sondern versuchst, uns zu zerstören, und handelst, wie nur der schlechteste Knecht handeln könnte, in dem du zu entlaufen versuchst gegen alle Verträge und Versprechungen, nach denen du uns versprochen hast, als Bürger zu leben.",,,,,,,,,,
0059-003|226.|Cr. 52d.1.,0059-003|225.|Cr. 52c.4.,"πρῶτον μὲν οὖν ἡμῖν τοῦτ᾽ αὐτὸ ἀπόκριναι, εἰ ἀληθῆ λέγομεν φάσκοντές σε ὡμολογηκέναι πολιτεύσεσθαι καθ᾽ ἡμᾶς ἔργῳ ἀλλ᾽ οὐ λόγῳ, ἢ οὐκ ἀληθῆ.’","First then, answer this question, whether we speak the truth or not when we say that you agreed, not in word, but by your acts, to live in accordance with us.”","And first of all answer this very question: Are we right in saying that you agreed to be governed according to us in deed, and not in word only? Is that true or not?"" ","Zuerst also beantworte uns nur dieses, ob wir die Wahrheit reden, indem wir behaupten, du habest nach unserer Anordnung dein Bürgerleben zu führen uns durch die Tat versprochen, nicht bloß durch Worte, – oder ob wir nicht die Wahrheit reden?",,,,,,,,,,
0059-003|227.|Cr. 52d.2.,0059-003|226.|Cr. 52d.1.,"τί φῶμεν πρὸς ταῦτα, ὦ Κρίτων; ","What shall we say to this, Crito? ","How shall we answer that, Crito?","« – Was sollen wir hierauf sagen, Kriton? ",,,,,,,,,,
0059-003|228.|Cr. 52d.3.,0059-003|227.|Cr. 52d.2.,ἄλλο τι ἢ ὁμολογῶμεν;,Must we not agree that it is true?,Must we not agree?,Sollen wir es nicht einräumen?,,,,,,,,,,
0059-003|229.|Cr. 52d.4.,0059-003|228.|Cr. 52d.3.,"Κρίτων. ἀνάγκη, ὦ Σώκρατες.","Crito. We must, Socrates.","Cr. There is no help, Socrates.","Kriton: Wir müssen wohl, Sokrates.",,,,,,,,,,
0059-003|230.|Cr. 52e.1.,0059-003|229.|Cr. 52d.4.,"Σωκράτης. ‘ἄλλο τι οὖν,’ ἂν φαῖεν, ‘ἢ συνθήκας τὰς πρὸς ἡμᾶς αὐτοὺς καὶ ὁμολογίας παραβαίνεις, οὐχ ὑπὸ ἀνάγκης ὁμολογήσας οὐδὲ ἀπατηθεὶς οὐδὲ ἐν ὀλίγῳ χρόνῳ ἀναγκασθεὶς βουλεύσασθαι, ἀλλ᾽ ἐν ἔτεσιν ἑβδομήκοντα, ἐν οἷς ἐξῆν σοι ἀπιέναι, εἰ μὴ ἠρέσκομεν ἡμεῖς μηδὲ δίκαιαι ἐφαίνοντό σοι αἱ ὁμολογίαι εἶναι. ","Socrates. “Are you then,” they would say, “not breaking your compacts and agreements with us, though you were not led into them by compulsion or fraud, and were not forced to make up your mind in a short time, but had seventy years, in which you could have gone away, if we did not please you and if you thought the agreements were unfair? ","Soc. Then will they not say: ""You, Socrates, are breaking the covenants and agreements which you made with us at your leisure, not in any haste or under any compulsion or deception, but having had seventy years to think of them, during which time you were at liberty to leave the city, if we were not to your mind, or if our covenants appeared to you to be unfair. ","Sokrates: »Ist es also nicht so,« würden sie sagen, »daß du deine Verträge mit uns und deine Versprechungen übertrittst? Die du doch nicht gezwungen abgelegt hast, noch überlistet, noch in der Notwendigkeit, etwa dich in kurzer Zeit zu beraten, sondern siebzig Jahre lang, während deren du hättest fortgehn können, wenn wir dir nicht gefielen und du die Bedingungen nicht für gerecht hieltest. ",,,,,,,,,,
0059-003|231.|Cr. 52e.2.,0059-003|230.|Cr. 52e.1.,"σὺ δὲ οὔτε Λακεδαίμονα προῃροῦ οὔτε Κρήτην, ἃς δὴ ἑκάστοτε φῂς εὐνομεῖσθαι, οὔτε ἄλλην οὐδεμίαν τῶν Ἑλληνίδων πόλεων οὐδὲ τῶν βαρβαρικῶν, ἀλλὰ ἐλάττω ἐξ αὐτῆς ἀπεδήμησας ἢ οἱ χωλοί τε καὶ τυφλοὶ καὶ οἱ ἄλλοι ἀνάπηροι:","But you preferred neither Lacedaemon nor Crete, which you are always saying are well governed, nor any other of the Greek states,or of the foreign ones, but you went away from this city less than the lame and the blind and the other cripples.","You had your choice, and might have gone either to Lacedaemon or Crete, which you often praise for their good government, or to some other Hellenic or foreign State. ","Du aber hast weder Lakedaimon vorgezogen noch Kreta, die du doch immer rühmst als wohlgeordnete Staaten, noch irgend einen andern von den hellenischen Staaten oder von den unhellenischen, sondern weniger hast du dich von hier entfernt als die Lahmen, Blinden und andere Verstümmelten.",,,,,,,,,,
0059-003|232.|Cr. 53a.1.,0059-003|231.|Cr. 52e.2., οὕτω σοι διαφερόντως τῶν ἄλλων Ἀθηναίων ἤρεσκεν ἡ πόλις τε καὶ ἡμεῖς οἱ νόμοι δῆλον ὅτι:," So much more than the other Athenians were you satisfied with the city and evidently therefore with us, its laws; ","Whereas you, above all other Athenians, seemed to be so fond of the State, or, in other words, of us her laws ","So vorzüglich vor allen Athenern hat dir die Stadt gefallen, und wir, die Gesetze, also auch. ",,,,,,,,,,
0059-003|233.|Cr. 53a.2.,0059-003|232.|Cr. 53a.1.,τίνι γὰρ ἂν πόλις ἀρέσκοι ἄνευ νόμων; ,for who would be pleased with a city apart from its laws?,"(for who would like a State that has no laws?), that you never stirred out of her: the halt, the blind, the maimed, were not more stationary in her than you were.",Denn wem würde eine Stadt wohl gefallen ohne die Gesetze? ,,,,,,,,,,
0059-003|234.|Cr. 53a.3.,0059-003|233.|Cr. 53a.2.,νῦν δὲ δὴ οὐκ ἐμμενεῖς τοῖς ὡμολογημένοις; ,And now will you not abide by your agreement?,And now you run away and forsake your agreements.,Und nun also willst du doch dem Versprochenen nicht treu bleiben? ,,,,,,,,,,
0059-003|235.|Cr. 53a.4.,0059-003|234.|Cr. 53a.3.,"ἐὰν ἡμῖν γε πείθῃ, ὦ Σώκρατες: ","You will if you take our advice, Socrates;","Not so, Socrates, if you will take our advice; do not make yourself ridiculous by escaping out of the city.","Wohl wirst du es, wenn du uns folgst, o Sokrates, und du wirst dich nicht lächerlich machen durch deinen Auszug aus der Stadt. ",,,,,,,,,,
0059-003|236.|Cr. 53b.1.,0059-003|235.|Cr. 53a.4.,"καὶ οὐ καταγέλαστός γε ἔσῃ ἐκ τῆς πόλεως ἐξελθών. σκόπει γὰρ δή, ταῦτα παραβὰς καὶ ἐξαμαρτάνων τι τούτων τί ἀγαθὸν ἐργάσῃ σαυτὸν ἢ τοὺς ἐπιτηδείους τοὺς σαυτοῦ. ","and you will not make yourself ridiculous by going away from the city. “For consider. By transgressing in this way and committing these errors, what good will you do to yourself or any of your friends? ","""For just consider, if you transgress and err in this sort of way, what good will you do, either to yourself or to your friends? ","Denn erwäge nur, wenn du es übertrittst und etwas davon verletzest, was du Gutes dir selbst bereiten wirst und deinen Freunden!",,,,,,,,,,
0059-003|237.|Cr. 53b.2.,0059-003|236.|Cr. 53b.1.,"ὅτι μὲν γὰρ κινδυνεύσουσί γέ σου οἱ ἐπιτήδειοι καὶ αὐτοὶ φεύγειν καὶ στερηθῆναι τῆς πόλεως ἢ τὴν οὐσίαν ἀπολέσαι, σχεδόν τι δῆλον: ",For it is pretty clear that your friends also will be exposed to the risk of banishment and the loss of their homes in the city or of their property. ,"That your friends will be driven into exile and deprived of citizenship, or will lose their property, is tolerably certain; ","Denn daß deine Freunde ja freilich in Gefahr geraten werden, auch selbst flüchtig zu werden und der Stadt entsagen zu müssen, oder ihr Vermögen einzubüßen, das ist wohl offenbar. ",,,,,,,,,,
0059-003|238.|Cr. 53b.3.,0059-003|237.|Cr. 53b.2.,"αὐτὸς δὲ πρῶτον μὲν ἐὰν εἰς τῶν ἐγγύτατά τινα πόλεων ἔλθῃς, ἢ Θήβαζε ἢ Μέγαράδε — εὐνομοῦνται γὰρ ἀμφότεραι — πολέμιος ἥξεις, ὦ Σώκρατες, τῇ τούτων πολιτείᾳ, καὶ ὅσοιπερ κήδονται τῶν αὑτῶν πόλεων ὑποβλέψονταί σε διαφθορέα ἡγούμενοι τῶν νόμων, καὶ βεβαιώσεις τοῖς δικασταῖς τὴν δόξαν, ὥστε δοκεῖν ὀρθῶς τὴν δίκην δικάσαι: ","And you yourself, if you go to one of the nearest cities, to Thebes or Megara — for both are well governed — will go as an enemy, Socrates, to their government, and all who care for their own cities will look askance at you, and will consider you a destroyer of the laws, and you will confirm the judges in their opinion, so that they will think their verdict was just. ","and you yourself, if you fly to one of the neighboring cities, as, for example, Thebes or Megara, both of which are well-governed cities, will come to them as an enemy, Socrates, and their government will be against you, and all patriotic citizens will cast an evil eye upon you as a subverter of the laws, and you will confirm in the minds of the judges the justice of their own condemnation of you.","Du selbst aber, wenn du zuerst in eine der nächstgelegenen Städte gehst, sei es nach Theben oder nach Megara, denn wohleingerichtet sind beide, so kommst du als ein Feind ihrer Verfassung; und wer nur seiner eignen Stadt zugetan ist, wird dich scheel ansehen als einen Verderber der Gesetze, und so wirst du nur das Ansehen deiner Richter befestigen, daß sie dafür gelten werden, in deiner Sache recht gerichtet zu haben:",,,,,,,,,,
0059-003|239.|Cr. 53c.1.,0059-003|238.|Cr. 53b.3.,ὅστις γὰρ νόμων διαφθορεύς ἐστιν σφόδρα που δόξειεν ἂν νέων γε καὶ ἀνοήτων ἀνθρώπων διαφθορεὺς εἶναι. ,For he who is destroyer of the laws might certainly be regarded as a destroyer of young and thoughtless men. ,For he who is a corrupter of the laws is more than likely to be corrupter of the young and foolish portion of mankind.,"denn wer der Gesetze Verderber ist, muß wohl gar sehr dafür gehalten werden, auch der jüngeren und noch unvernünftigen Menschen Verderber zu sein.",,,,,,,,,,
0059-003|240.|Cr. 53c.2.,0059-003|239.|Cr. 53c.1.,πότερον οὖν φεύξῃ τάς τε εὐνομουμένας πόλεις καὶ τῶν ἀνδρῶν τοὺς κοσμιωτάτους; ,Will you then avoid the well-governed cities and the most civilized men? ,Will you then flee from well-ordered cities and virtuous men? ,Willst du also etwa die wohleingerichtetsten Staaten und die ehrenwertesten Menschen meiden? ,,,,,,,,,,
0059-003|241.|Cr. 53c.3.,0059-003|240.|Cr. 53c.2.,καὶ τοῦτο ποιοῦντι ἆρα ἄξιόν σοι ζῆν ἔσται; ,And if you do this will your life be worth living? ,and is existence worth having on these terms? ,"Und wenn du dieses tust, wird es dir etwa noch lohnen zu leben? ",,,,,,,,,,
0059-003|242.|Cr. 53c.4.,0059-003|241.|Cr. 53c.3.,"ἢ πλησιάσεις τούτοις καὶ ἀναισχυντήσεις διαλεγόμενος — τίνας λόγους, ὦ Σώκρατες; ","Or will you go to them and have the face to carry on — what kind of conversation, Socrates? ","Or will you go to them without shame, and talk to them, Socrates? And what will you say to them? ","Oder willst du dich zu ihnen halten und unverschämt genug sein, was doch für Reden vorzubringen, o Sokrates? ",,,,,,,,,,
0059-003|243.|Cr. 53c.5.,0059-003|242.|Cr. 53c.4.,"ἢ οὕσπερ ἐνθάδε, ὡς ἡ ἀρετὴ καὶ ἡ δικαιοσύνη πλείστου ἄξιον τοῖς ἀνθρώποις καὶ τὰ νόμιμα καὶ οἱ νόμοι;","The same kind you carried on here, saying that virtue and justice and lawful things and the laws are the most precious things to men?",What you say here about virtue and justice and institutions and laws being the best things among men? ,"Oder dieselben wie hier, daß über Tugend und Gerechtigkeit nichts gehe für den Menschen und über Ordnungen und Gesetze?",,,,,,,,,,
